name,tokens,lemmes,keywords,tfidf,score
FabSkill,"['video', 'interview', 'powered', 'matching', 'analysi', 'introducing', 'fabskill', 'leading', 'provider', 'video', 'interview', 'powered', 'matching', 'analysi', 'cutting', 'edge', 'technologie', 'expert', 'team', 'choice', 'businesse', 'seeking', 'efficient', 'effectif', 'recruitment', 'solution']","['video', 'interview', 'powered', 'matching', 'analysi', 'introducing', 'fabskill', 'leading', 'provider', 'video', 'interview', 'powered', 'matching', 'analysi', 'cutting', 'edge', 'technologie', 'expert', 'team', 'choice', 'businesse', 'seeking', 'efficient', 'effectif', 'recruitment', 'solution']","['video', 'interview', 'powered', 'matching', 'analysi', 'introducing', 'fabskill', 'leading', 'provider', 'cutting']","[('analysi', np.float64(0.20100756305184242)), ('interview', np.float64(0.20100756305184242)), ('interview powered', np.float64(0.20100756305184242)), ('interview powered matching', np.float64(0.20100756305184242)), ('matching', np.float64(0.20100756305184242)), ('matching analysi', np.float64(0.20100756305184242)), ('powered', np.float64(0.20100756305184242)), ('powered matching', np.float64(0.20100756305184242)), ('powered matching analysi', np.float64(0.20100756305184242)), ('video', np.float64(0.20100756305184242)), ('video interview', np.float64(0.20100756305184242)), ('video interview powered', np.float64(0.20100756305184242)), ('analysi cutting', np.float64(0.10050378152592121)), ('analysi cutting edge', np.float64(0.10050378152592121)), ('analysi introducing', np.float64(0.10050378152592121)), ('analysi introducing fabskill', np.float64(0.10050378152592121)), ('businesse', np.float64(0.10050378152592121)), ('businesse seeking', np.float64(0.10050378152592121)), ('businesse seeking efficient', np.float64(0.10050378152592121)), ('choice', np.float64(0.10050378152592121))]",5
Instadeep,"['decision', 'making', 'systems', 'instageo', 'led', 'way', 'social', 'good', 'action', 'summit', 'pari', 'understanding', 'molecular', 'behavior', 'allows', 'researchers', 'predict', 'physical', 'chemical', 'propertie', 'complex', 'system', 'revolutionizing', 'proteomic', 'potential', 'unlock', 'new', 'frontiers', 'targeted', 'healthcare', 'biomedical', 'research', 'protein', 'essential', 'life', 'driving', 'nearly', 'biological', 'process', 'performing', 'critical', 'function', 'enterprise', 'customers', 'machine', 'intelligence', 'business', 'deployments', 'instadeep', 'leading', 'provider', 'decision', 'making', 'systems', 'leverage', 'power', 'machine', 'intelligence', 'business', 'deployment', 'designed', 'help', 'organization', 'mak', 'informed', 'decision', 'improve', 'operation']","['decision', 'making', 'systems', 'instageo', 'led', 'way', 'social', 'good', 'action', 'summit', 'pari', 'understanding', 'molecular', 'behavior', 'allows', 'researchers', 'predict', 'physical', 'chemical', 'propertie', 'complex', 'system', 'revolutionizing', 'proteomic', 'potential', 'unlock', 'new', 'frontiers', 'targeted', 'healthcare', 'biomedical', 'research', 'protein', 'essential', 'life', 'driving', 'nearly', 'biological', 'process', 'performing', 'critical', 'function', 'enterprise', 'customers', 'machine', 'intelligence', 'business', 'deployments', 'instadeep', 'leading', 'provider', 'decision', 'making', 'systems', 'leverage', 'power', 'machine', 'intelligence', 'business', 'deployment', 'designed', 'help', 'organization', 'mak', 'informed', 'decision', 'improve', 'operation']","['decision', 'making', 'systems', 'machine', 'intelligence', 'business', 'instageo', 'led', 'way', 'social']","[('decision', np.float64(0.19824558013652693)), ('business', np.float64(0.13216372009101796)), ('decision making', np.float64(0.13216372009101796)), ('decision making systems', np.float64(0.13216372009101796)), ('intelligence', np.float64(0.13216372009101796)), ('intelligence business', np.float64(0.13216372009101796)), ('machine', np.float64(0.13216372009101796)), ('machine intelligence', np.float64(0.13216372009101796)), ('machine intelligence business', np.float64(0.13216372009101796)), ('making', np.float64(0.13216372009101796)), ('making systems', np.float64(0.13216372009101796)), ('systems', np.float64(0.13216372009101796)), ('action', np.float64(0.06608186004550898)), ('action summit', np.float64(0.06608186004550898)), ('action summit pari', np.float64(0.06608186004550898)), ('allows', np.float64(0.06608186004550898)), ('allows researchers', np.float64(0.06608186004550898)), ('allows researchers predict', np.float64(0.06608186004550898)), ('behavior', np.float64(0.06608186004550898)), ('behavior allows', np.float64(0.06608186004550898))]",8
Industry X.0,"['industry', 'cipa', 'welcome', 'industry', 'leading', 'provider', 'innovativ', 'solution', 'field', 'cipa', 'team', 'expert', 'leverage', 'cutting', 'edge', 'technologie', 'deliver', 'notch', 'service', 'exceed', 'client', 'expectation', 'focus', 'quality', 'customer', 'satisfaction', 'committed', 'providing', 'best', 'experience']","['industry', 'cipa', 'welcome', 'industry', 'leading', 'provider', 'innovativ', 'solution', 'field', 'cipa', 'team', 'expert', 'leverage', 'cutting', 'edge', 'technologie', 'deliver', 'notch', 'service', 'exceed', 'client', 'expectation', 'focus', 'quality', 'customer', 'satisfaction', 'committed', 'providing', 'best', 'experience']","['industry', 'cipa', 'welcome', 'leading', 'provider', 'innovativ', 'solution', 'field', 'team', 'expert']","[('cipa', np.float64(0.20965696734438366)), ('industry', np.float64(0.20965696734438366)), ('best', np.float64(0.10482848367219183)), ('best experience', np.float64(0.10482848367219183)), ('cipa team', np.float64(0.10482848367219183)), ('cipa team expert', np.float64(0.10482848367219183)), ('cipa welcome', np.float64(0.10482848367219183)), ('cipa welcome industry', np.float64(0.10482848367219183)), ('client', np.float64(0.10482848367219183)), ('client expectation', np.float64(0.10482848367219183)), ('client expectation focus', np.float64(0.10482848367219183)), ('committed', np.float64(0.10482848367219183)), ('committed providing', np.float64(0.10482848367219183)), ('committed providing best', np.float64(0.10482848367219183)), ('customer', np.float64(0.10482848367219183)), ('customer satisfaction', np.float64(0.10482848367219183)), ('customer satisfaction committed', np.float64(0.10482848367219183)), ('cutting', np.float64(0.10482848367219183)), ('cutting edge', np.float64(0.10482848367219183)), ('cutting edge technologie', np.float64(0.10482848367219183))]",8
Solixy,"['market', 'digital', 'web', 'marketing', 'strategy', 'digital', 'bonjour', 'rédacteur', 'professionnel', 'assiste', 'créer', 'introduction', 'professionnelle', 'solixy', 'offre', 'services', 'marketing', 'numérique', 'marketing', 'web', 'stratégique', 'numérique', 'solixy', 'utilise', 'dernière', 'technology', 'améliorer', 'service', 'offrir', 'solution', 'efficace', 'client', 'points', 'forts', 'expertise', 'marketing', 'numérique', 'personnel', 'qualifié', 'approche', 'personnalisée', 'client']","['market', 'digital', 'web', 'marketing', 'strategy', 'digital', 'bonjour', 'rédacteur', 'professionnel', 'assiste', 'créer', 'introduction', 'professionnelle', 'solixy', 'offre', 'services', 'marketing', 'numérique', 'marketing', 'web', 'stratégique', 'numérique', 'solixy', 'utilise', 'dernière', 'technology', 'améliorer', 'service', 'offrir', 'solution', 'efficace', 'client', 'points', 'forts', 'expertise', 'marketing', 'numérique', 'personnel', 'qualifié', 'approche', 'personnalisée', 'client']","['marketing', 'numérique', 'digital', 'web', 'solixy', 'client', 'market', 'strategy', 'bonjour', 'rédacteur']","[('marketing', np.float64(0.32551538350846376)), ('numérique', np.float64(0.24413653763134782)), ('client', np.float64(0.16275769175423188)), ('digital', np.float64(0.16275769175423188)), ('marketing numérique', np.float64(0.16275769175423188)), ('solixy', np.float64(0.16275769175423188)), ('web', np.float64(0.16275769175423188)), ('améliorer', np.float64(0.08137884587711594)), ('améliorer service', np.float64(0.08137884587711594)), ('améliorer service offrir', np.float64(0.08137884587711594)), ('approche', np.float64(0.08137884587711594)), ('approche personnalisée', np.float64(0.08137884587711594)), ('approche personnalisée client', np.float64(0.08137884587711594)), ('assiste', np.float64(0.08137884587711594)), ('assiste créer', np.float64(0.08137884587711594)), ('assiste créer introduction', np.float64(0.08137884587711594)), ('bonjour', np.float64(0.08137884587711594)), ('bonjour rédacteur', np.float64(0.08137884587711594)), ('bonjour rédacteur professionnel', np.float64(0.08137884587711594)), ('client points', np.float64(0.08137884587711594))]",8
Elokencia,"['welcome', 'elokencia', 'leading', 'provider', 'innovativ', 'solution', 'field', 'insert', 'team', 'expert', 'leverage', 'cutting', 'edge', 'technologie', 'like', 'insert', 'technology', 'deliver', 'exceptional', 'results', 'client', 'focus', 'excellenc', 'customer', 'satisfaction', 'committed', 'helping', 'businesse', 'achieve', 'goal', 'grow']","['welcome', 'elokencia', 'leading', 'provider', 'innovativ', 'solution', 'field', 'insert', 'team', 'expert', 'leverage', 'cutting', 'edge', 'technologie', 'like', 'insert', 'technology', 'deliver', 'exceptional', 'results', 'client', 'focus', 'excellenc', 'customer', 'satisfaction', 'committed', 'helping', 'businesse', 'achieve', 'goal', 'grow']","['insert', 'welcome', 'elokencia', 'leading', 'provider', 'innovativ', 'solution', 'field', 'team', 'expert']","[('insert', np.float64(0.20851441405707477)), ('achieve', np.float64(0.10425720702853739)), ('achieve goal', np.float64(0.10425720702853739)), ('achieve goal grow', np.float64(0.10425720702853739)), ('businesse', np.float64(0.10425720702853739)), ('businesse achieve', np.float64(0.10425720702853739)), ('businesse achieve goal', np.float64(0.10425720702853739)), ('client', np.float64(0.10425720702853739)), ('client focus', np.float64(0.10425720702853739)), ('client focus excellenc', np.float64(0.10425720702853739)), ('committed', np.float64(0.10425720702853739)), ('committed helping', np.float64(0.10425720702853739)), ('committed helping businesse', np.float64(0.10425720702853739)), ('customer', np.float64(0.10425720702853739)), ('customer satisfaction', np.float64(0.10425720702853739)), ('customer satisfaction committed', np.float64(0.10425720702853739)), ('cutting', np.float64(0.10425720702853739)), ('cutting edge', np.float64(0.10425720702853739)), ('cutting edge technologie', np.float64(0.10425720702853739)), ('deliver', np.float64(0.10425720702853739))]",8
Wattnow,"['energy', 'management', 'solution', 'industrie', 'manufacturing', 'pharmaceutical', 'transformation', 'telecommunication', 'agrifood', 'textile', 'oil', 'building', 'healthcare', 'hotel', 'municipalitie', 'service', 'station', 'commercial', 'building', 'retail', 'administratif', 'service', 'wattnow', 'leading', 'provider', 'energy', 'management', 'solution', 'leveraging', 'cutting', 'edge', 'technologie', 'help', 'businesses', 'optimize', 'energy', 'usage', 'reduce', 'costs', 'expertise', 'field', 'set', 'apart', 'competition', 'enabling', 'provide', 'tailored', 'solution', 'meet', 'unique', 'needs', 'client']","['energy', 'management', 'solution', 'industrie', 'manufacturing', 'pharmaceutical', 'transformation', 'telecommunication', 'agrifood', 'textile', 'oil', 'building', 'healthcare', 'hotel', 'municipalitie', 'service', 'station', 'commercial', 'building', 'retail', 'administratif', 'service', 'wattnow', 'leading', 'provider', 'energy', 'management', 'solution', 'leveraging', 'cutting', 'edge', 'technologie', 'help', 'businesses', 'optimize', 'energy', 'usage', 'reduce', 'costs', 'expertise', 'field', 'set', 'apart', 'competition', 'enabling', 'provide', 'tailored', 'solution', 'meet', 'unique', 'needs', 'client']","['energy', 'solution', 'management', 'building', 'service', 'industrie', 'manufacturing', 'pharmaceutical', 'transformation', 'telecommunication']","[('energy', np.float64(0.22549380840084865)), ('solution', np.float64(0.22549380840084865)), ('building', np.float64(0.15032920560056579)), ('energy management', np.float64(0.15032920560056579)), ('energy management solution', np.float64(0.15032920560056579)), ('management', np.float64(0.15032920560056579)), ('management solution', np.float64(0.15032920560056579)), ('service', np.float64(0.15032920560056579)), ('administratif', np.float64(0.07516460280028289)), ('administratif service', np.float64(0.07516460280028289)), ('administratif service wattnow', np.float64(0.07516460280028289)), ('agrifood', np.float64(0.07516460280028289)), ('agrifood textile', np.float64(0.07516460280028289)), ('agrifood textile oil', np.float64(0.07516460280028289)), ('apart', np.float64(0.07516460280028289)), ('apart competition', np.float64(0.07516460280028289)), ('apart competition enabling', np.float64(0.07516460280028289)), ('building healthcare', np.float64(0.07516460280028289)), ('building healthcare hotel', np.float64(0.07516460280028289)), ('building retail', np.float64(0.07516460280028289))]",8
,"['python', 'sdk', 'mcp', 'model', 'context', 'protocol', 'server', 'businesse', 'optimized', 'compute', 'solution', 'welcome', 'company', 'specialize', 'providing', 'advanced', 'solution', 'python', 'sdk', 'mcp', 'model', 'context', 'protocol', 'server', 'optimized', 'compute', 'solution', 'designed', 'help', 'businesse', 'sizes', 'achieve', 'goal', 'ease']","['python', 'sdk', 'mcp', 'model', 'context', 'protocol', 'server', 'businesse', 'optimized', 'compute', 'solution', 'welcome', 'company', 'specialize', 'providing', 'advanced', 'solution', 'python', 'sdk', 'mcp', 'model', 'context', 'protocol', 'server', 'optimized', 'compute', 'solution', 'designed', 'help', 'businesse', 'sizes', 'achieve', 'goal', 'ease']","['solution', 'python', 'sdk', 'mcp', 'model', 'context', 'protocol', 'server', 'businesse', 'optimized']","[('solution', np.float64(0.242535625036333)), ('businesse', np.float64(0.16169041669088866)), ('compute', np.float64(0.16169041669088866)), ('compute solution', np.float64(0.16169041669088866)), ('context', np.float64(0.16169041669088866)), ('context protocol', np.float64(0.16169041669088866)), ('context protocol server', np.float64(0.16169041669088866)), ('mcp', np.float64(0.16169041669088866)), ('mcp model', np.float64(0.16169041669088866)), ('mcp model context', np.float64(0.16169041669088866)), ('model', np.float64(0.16169041669088866)), ('model context', np.float64(0.16169041669088866)), ('model context protocol', np.float64(0.16169041669088866)), ('optimized', np.float64(0.16169041669088866)), ('optimized compute', np.float64(0.16169041669088866)), ('optimized compute solution', np.float64(0.16169041669088866)), ('protocol', np.float64(0.16169041669088866)), ('protocol server', np.float64(0.16169041669088866)), ('python', np.float64(0.16169041669088866)), ('python sdk', np.float64(0.16169041669088866))]",8
Pixyle AI,"['ecommerce', 'store', 'fashion', 'product', 'attribution', 'product', 'description', 'case', 'studies', 'guide', 'thrifted', 'product', 'tagging', 'rich', 'product', 'attributer', 'introducing', 'pixyle', 'leading', 'solution', 'provider', 'leverages', 'advanced', 'technologie', 'revolutionize', 'way', 'businesses', 'manager', 'online', 'store', 'service', 'include', 'fashion', 'product', 'attribution', 'product', 'description', 'powered', 'innovative', 'product', 'tagging', 'rich', 'product', 'attribute', 'capabilitie', 'pixyle', 'enhance', 'customers', 'shopping', 'experience', 'drive', 'sale']","['ecommerce', 'store', 'fashion', 'product', 'attribution', 'product', 'description', 'case', 'studies', 'guide', 'thrifted', 'product', 'tagging', 'rich', 'product', 'attributer', 'introducing', 'pixyle', 'leading', 'solution', 'provider', 'leverages', 'advanced', 'technologie', 'revolutionize', 'way', 'businesses', 'manager', 'online', 'store', 'service', 'include', 'fashion', 'product', 'attribution', 'product', 'description', 'powered', 'innovative', 'product', 'tagging', 'rich', 'product', 'attribute', 'capabilitie', 'pixyle', 'enhance', 'customers', 'shopping', 'experience', 'drive', 'sale']","['product', 'store', 'fashion', 'attribution', 'description', 'tagging', 'rich', 'pixyle', 'ecommerce', 'case']","[('product', np.float64(0.5090278103806222)), ('attribution', np.float64(0.12725695259515554)), ('attribution product', np.float64(0.12725695259515554)), ('attribution product description', np.float64(0.12725695259515554)), ('description', np.float64(0.12725695259515554)), ('fashion', np.float64(0.12725695259515554)), ('fashion product', np.float64(0.12725695259515554)), ('fashion product attribution', np.float64(0.12725695259515554)), ('pixyle', np.float64(0.12725695259515554)), ('product attribution', np.float64(0.12725695259515554)), ('product attribution product', np.float64(0.12725695259515554)), ('product description', np.float64(0.12725695259515554)), ('product tagging', np.float64(0.12725695259515554)), ('product tagging rich', np.float64(0.12725695259515554)), ('rich', np.float64(0.12725695259515554)), ('rich product', np.float64(0.12725695259515554)), ('store', np.float64(0.12725695259515554)), ('tagging', np.float64(0.12725695259515554)), ('tagging rich', np.float64(0.12725695259515554)), ('tagging rich product', np.float64(0.12725695259515554))]",8
RISE Technologie,"['rise', 'technologie', 'innovativ', 'solution', 'modern', 'businesse', 'team', 'specialize', 'providing', 'cutting', 'edge', 'technology', 'service', 'help', 'companie', 'streamline', 'operations', 'stay', 'ahead', 'competition', 'focus', 'innovation', 'leverage', 'latest', 'technologie', 'deliver', 'customized', 'solution', 'meet', 'unique', 'needs', 'client']","['rise', 'technologie', 'innovativ', 'solution', 'modern', 'businesse', 'team', 'specialize', 'providing', 'cutting', 'edge', 'technology', 'service', 'help', 'companie', 'streamline', 'operations', 'stay', 'ahead', 'competition', 'focus', 'innovation', 'leverage', 'latest', 'technologie', 'deliver', 'customized', 'solution', 'meet', 'unique', 'needs', 'client']","['technologie', 'solution', 'rise', 'innovativ', 'modern', 'businesse', 'team', 'specialize', 'providing', 'cutting']","[('solution', np.float64(0.20306923302672383)), ('technologie', np.float64(0.20306923302672383)), ('ahead', np.float64(0.10153461651336192)), ('ahead competition', np.float64(0.10153461651336192)), ('ahead competition focus', np.float64(0.10153461651336192)), ('businesse', np.float64(0.10153461651336192)), ('businesse team', np.float64(0.10153461651336192)), ('businesse team specialize', np.float64(0.10153461651336192)), ('client', np.float64(0.10153461651336192)), ('companie', np.float64(0.10153461651336192)), ('companie streamline', np.float64(0.10153461651336192)), ('companie streamline operations', np.float64(0.10153461651336192)), ('competition', np.float64(0.10153461651336192)), ('competition focus', np.float64(0.10153461651336192)), ('competition focus innovation', np.float64(0.10153461651336192)), ('customized', np.float64(0.10153461651336192)), ('customized solution', np.float64(0.10153461651336192)), ('customized solution meet', np.float64(0.10153461651336192)), ('cutting', np.float64(0.10153461651336192)), ('cutting edge', np.float64(0.10153461651336192))]",8
MBB INFO,"['website', 'app', 'development', 'digital', 'strategie', 'growth', 'design', 'development', 'management', 'infographic', 'logo', 'creation', 'digital', 'product', 'development', 'agency', 'processe', 'businesse', 'web', 'development', 'mobile', 'development', 'seo', 'erp', 'solution', 'cloud', 'based', 'solution', 'graphic', 'design', 'mbb', 'info', 'cutting', 'edge', 'digital', 'agency', 'specializes', 'website', 'app', 'development', 'providing', 'digital', 'strategie', 'growth', 'team', 'expert', 'offers', 'comprehensiv', 'service', 'including', 'design', 'development', 'management', 'infographics', 'logo', 'creation', 'prid', 'ourselve', 'latest', 'technologie', 'web', 'development', 'mobile', 'development', 'seo', 'erp', 'solution', 'cloud', 'based', 'solution', 'graphic', 'design', 'deliver', 'exceptional', 'results', 'client']","['website', 'app', 'development', 'digital', 'strategie', 'growth', 'design', 'development', 'management', 'infographic', 'logo', 'creation', 'digital', 'product', 'development', 'agency', 'processe', 'businesse', 'web', 'development', 'mobile', 'development', 'seo', 'erp', 'solution', 'cloud', 'based', 'solution', 'graphic', 'design', 'mbb', 'info', 'cutting', 'edge', 'digital', 'agency', 'specializes', 'website', 'app', 'development', 'providing', 'digital', 'strategie', 'growth', 'team', 'expert', 'offers', 'comprehensiv', 'service', 'including', 'design', 'development', 'management', 'infographics', 'logo', 'creation', 'prid', 'ourselve', 'latest', 'technologie', 'web', 'development', 'mobile', 'development', 'seo', 'erp', 'solution', 'cloud', 'based', 'solution', 'graphic', 'design', 'deliver', 'exceptional', 'results', 'client']","['development', 'digital', 'design', 'solution', 'website', 'app', 'strategie', 'growth', 'management', 'logo']","[('development', np.float64(0.4365641250653993)), ('design', np.float64(0.19402850002906638)), ('digital', np.float64(0.19402850002906638)), ('solution', np.float64(0.19402850002906638)), ('agency', np.float64(0.09701425001453319)), ('app', np.float64(0.09701425001453319)), ('app development', np.float64(0.09701425001453319)), ('based', np.float64(0.09701425001453319)), ('based solution', np.float64(0.09701425001453319)), ('based solution graphic', np.float64(0.09701425001453319)), ('cloud', np.float64(0.09701425001453319)), ('cloud based', np.float64(0.09701425001453319)), ('cloud based solution', np.float64(0.09701425001453319)), ('creation', np.float64(0.09701425001453319)), ('design development', np.float64(0.09701425001453319)), ('design development management', np.float64(0.09701425001453319)), ('development management', np.float64(0.09701425001453319)), ('development mobile', np.float64(0.09701425001453319)), ('development mobile development', np.float64(0.09701425001453319)), ('development seo', np.float64(0.09701425001453319))]",8
Tanit Web,"['customized', 'business', 'solution', 'digital', 'conter', 'distribution', 'monetization', 'demand', 'experience', 'real', 'time', 'insight', 'social', 'media', 'platforms', 'tmt', 'industry', 'organization', 'solution', 'web', 'mobile', 'solution', 'tanit', 'web', 'leading', 'provider', 'customized', 'business', 'solution', 'digital', 'conter', 'distribution', 'monetization', 'demand', 'experience', 'team', 'leverages', 'advanced', 'solution', 'cutting', 'edge', 'web', 'mobile', 'technologie', 'deliver', 'innovativ', 'efficient', 'solution', 'meet', 'unique', 'needs', 'client']","['customized', 'business', 'solution', 'digital', 'conter', 'distribution', 'monetization', 'demand', 'experience', 'real', 'time', 'insight', 'social', 'media', 'platforms', 'tmt', 'industry', 'organization', 'solution', 'web', 'mobile', 'solution', 'tanit', 'web', 'leading', 'provider', 'customized', 'business', 'solution', 'digital', 'conter', 'distribution', 'monetization', 'demand', 'experience', 'team', 'leverages', 'advanced', 'solution', 'cutting', 'edge', 'web', 'mobile', 'technologie', 'deliver', 'innovativ', 'efficient', 'solution', 'meet', 'unique', 'needs', 'client']","['solution', 'web', 'customized', 'business', 'digital', 'conter', 'distribution', 'monetization', 'demand', 'experience']","[('solution', np.float64(0.38810773641189056)), ('web', np.float64(0.19405386820594528)), ('business', np.float64(0.12936924547063017)), ('business solution', np.float64(0.12936924547063017)), ('business solution digital', np.float64(0.12936924547063017)), ('conter', np.float64(0.12936924547063017)), ('conter distribution', np.float64(0.12936924547063017)), ('conter distribution monetization', np.float64(0.12936924547063017)), ('customized', np.float64(0.12936924547063017)), ('customized business', np.float64(0.12936924547063017)), ('customized business solution', np.float64(0.12936924547063017)), ('demand', np.float64(0.12936924547063017)), ('demand experience', np.float64(0.12936924547063017)), ('digital', np.float64(0.12936924547063017)), ('digital conter', np.float64(0.12936924547063017)), ('digital conter distribution', np.float64(0.12936924547063017)), ('distribution', np.float64(0.12936924547063017)), ('distribution monetization', np.float64(0.12936924547063017)), ('distribution monetization demand', np.float64(0.12936924547063017)), ('experience', np.float64(0.12936924547063017))]",8
Wevioo,"['strategy', 'development', 'target', 'operation', 'model', 'definition', 'acceleration', 'digital', 'technology', 'adoption', 'wevioo', 'leading', 'consulting', 'firm', 'specializes', 'strategy', 'development', 'target', 'operation', 'model', 'definition', 'accelerating', 'adoption', 'digital', 'technologie', 'team', 'experienced', 'professional', 'leverage', 'cutting', 'edge', 'technologie', 'provide', 'client', 'customized', 'solution', 'drive', 'growth', 'success']","['strategy', 'development', 'target', 'operation', 'model', 'definition', 'acceleration', 'digital', 'technology', 'adoption', 'wevioo', 'leading', 'consulting', 'firm', 'specializes', 'strategy', 'development', 'target', 'operation', 'model', 'definition', 'accelerating', 'adoption', 'digital', 'technologie', 'team', 'experienced', 'professional', 'leverage', 'cutting', 'edge', 'technologie', 'provide', 'client', 'customized', 'solution', 'drive', 'growth', 'success']","['strategy', 'development', 'target', 'operation', 'model', 'definition', 'digital', 'adoption', 'technologie', 'acceleration']","[('adoption', np.float64(0.16329931618554522)), ('definition', np.float64(0.16329931618554522)), ('development', np.float64(0.16329931618554522)), ('development target', np.float64(0.16329931618554522)), ('development target operation', np.float64(0.16329931618554522)), ('digital', np.float64(0.16329931618554522)), ('model', np.float64(0.16329931618554522)), ('model definition', np.float64(0.16329931618554522)), ('operation', np.float64(0.16329931618554522)), ('operation model', np.float64(0.16329931618554522)), ('operation model definition', np.float64(0.16329931618554522)), ('strategy', np.float64(0.16329931618554522)), ('strategy development', np.float64(0.16329931618554522)), ('strategy development target', np.float64(0.16329931618554522)), ('target', np.float64(0.16329931618554522)), ('target operation', np.float64(0.16329931618554522)), ('target operation model', np.float64(0.16329931618554522)), ('technologie', np.float64(0.16329931618554522)), ('accelerating', np.float64(0.08164965809277261)), ('accelerating adoption', np.float64(0.08164965809277261))]",8
Telnet,"['implementation', 'solution', 'products', 'digital', 'transformation', 'project', 'software', 'development', 'network', 'service', 'telecommunication', 'plm', 'mechanical', 'studies', 'expert', 'knowledge', 'embedded', 'software', 'design', 'electronics', 'iot', 'digital', 'application', 'cloud', 'computing', 'promoter', 'new', 'motivating', 'management', 'intellectual', 'capital', 'partnership', 'research', 'laboratories', 'tunisian', 'french', 'universitie', 'global', 'technology', 'companie', 'telnet', 'iot', 'big', 'dater', 'industry', 'introducing', 'telnet', 'leading', 'provider', 'innovativ', 'solution', 'products', 'telecommunication', 'industry', 'expertise', 'software', 'development', 'network', 'service', 'mechanical', 'studie', 'embedded', 'software', 'design', 'electronics', 'iot', 'digital', 'application', 'cloud', 'computing', 'big', 'dater', 'telnet', 'offers', 'comprehensiv', 'service', 'help', 'businesse', 'transform', 'operations', 'digital', 'transformation', 'project', 'team', 'expert', 'brings', 'wealth', 'knowledge', 'expertise', 'project', 'ensuring', 'client', 'receive', 'best', 'results', 'need', 'assistance', 'plm', 'haver', 'tools', 'resource', 'help', 'succeed', 'telnet', 'trust', 'business', 'good', 'hand']","['implementation', 'solution', 'products', 'digital', 'transformation', 'project', 'software', 'development', 'network', 'service', 'telecommunication', 'plm', 'mechanical', 'studies', 'expert', 'knowledge', 'embedded', 'software', 'design', 'electronics', 'iot', 'digital', 'application', 'cloud', 'computing', 'promoter', 'new', 'motivating', 'management', 'intellectual', 'capital', 'partnership', 'research', 'laboratories', 'tunisian', 'french', 'universitie', 'global', 'technology', 'companie', 'telnet', 'iot', 'big', 'dater', 'industry', 'introducing', 'telnet', 'leading', 'provider', 'innovativ', 'solution', 'products', 'telecommunication', 'industry', 'expertise', 'software', 'development', 'network', 'service', 'mechanical', 'studie', 'embedded', 'software', 'design', 'electronics', 'iot', 'digital', 'application', 'cloud', 'computing', 'big', 'dater', 'telnet', 'offers', 'comprehensiv', 'service', 'help', 'businesse', 'transform', 'operations', 'digital', 'transformation', 'project', 'team', 'expert', 'brings', 'wealth', 'knowledge', 'expertise', 'project', 'ensuring', 'client', 'receive', 'best', 'results', 'need', 'assistance', 'plm', 'haver', 'tools', 'resource', 'help', 'succeed', 'telnet', 'trust', 'business', 'good', 'hand']","['digital', 'software', 'telnet', 'project', 'service', 'iot', 'solution', 'products', 'transformation', 'development']","[('digital', np.float64(0.18509792535309902)), ('software', np.float64(0.18509792535309902)), ('telnet', np.float64(0.18509792535309902)), ('iot', np.float64(0.13882344401482424)), ('project', np.float64(0.13882344401482424)), ('service', np.float64(0.13882344401482424)), ('application', np.float64(0.09254896267654951)), ('application cloud', np.float64(0.09254896267654951)), ('application cloud computing', np.float64(0.09254896267654951)), ('big', np.float64(0.09254896267654951)), ('big dater', np.float64(0.09254896267654951)), ('cloud', np.float64(0.09254896267654951)), ('cloud computing', np.float64(0.09254896267654951)), ('computing', np.float64(0.09254896267654951)), ('dater', np.float64(0.09254896267654951)), ('design', np.float64(0.09254896267654951)), ('design electronics', np.float64(0.09254896267654951)), ('design electronics iot', np.float64(0.09254896267654951)), ('development', np.float64(0.09254896267654951)), ('development network', np.float64(0.09254896267654951))]",8
